,network_type,noise,threshold,trust_min,trust_max,truth_fraction,mean_persistent,std_persistent
341,ER,0.15,0.9,0.2,0.4,0.5,0.29200000000000004,0.027856776554368246
342,ER,0.15,0.9,0.4,0.6,0.05,0.123,0.031320919526731654
343,ER,0.15,0.9,0.4,0.6,0.1,0.155,0.04944694126030447
344,ER,0.15,0.9,0.4,0.6,0.2,0.21550000000000002,0.03840247387864485
345,ER,0.15,0.9,0.4,0.6,0.3,0.2740000000000001,0.03455430508634199
346,ER,0.15,0.9,0.4,0.6,0.4,0.29400000000000004,0.02596150997149434
347,ER,0.15,0.9,0.4,0.6,0.5,0.3135,0.03468068626771967
348,ER,0.15,0.9,0.6,0.8,0.05,0.39849999999999997,0.18314679904382714
349,ER,0.15,0.9,0.6,0.8,0.1,0.314,0.1549645120664728
350,ER,0.15,0.9,0.6,0.8,0.2,0.2355,0.16578525266138722
351,ER,0.15,0.9,0.6,0.8,0.3,0.1575,0.08389725859645236
352,ER,0.15,0.9,0.6,0.8,0.4,0.138,0.06584831053261732
353,ER,0.15,0.9,0.6,0.8,0.5,0.1315,0.059099492383606816
354,ER,0.15,0.9,0.8,1.0,0.05,0.9325000000000001,0.024264171117101836
355,ER,0.15,0.9,0.8,1.0,0.1,0.8344999999999999,0.08862702748033469
356,ER,0.15,0.9,0.8,1.0,0.2,0.5425000000000001,0.21023498757342934
357,ER,0.15,0.9,0.8,1.0,0.3,0.1875,0.22873292285982796
358,ER,0.15,0.9,0.8,1.0,0.4,0.0005,0.002179449471770337
359,ER,0.15,0.9,0.8,1.0,0.5,0.0,0.0
360,BA,0.05,0.5,0.2,0.4,0.05,0.26799999999999996,0.03529872518944557
361,BA,0.05,0.5,0.2,0.4,0.1,0.28250000000000003,0.04010922587136281
362,BA,0.05,0.5,0.2,0.4,0.2,0.31299999999999994,0.03333166662499792
363,BA,0.05,0.5,0.2,0.4,0.3,0.32949999999999996,0.03556332380416656
364,BA,0.05,0.5,0.2,0.4,0.4,0.32199999999999995,0.03458323293158116
365,BA,0.05,0.5,0.2,0.4,0.5,0.3195,0.03427462618322774
366,BA,0.05,0.5,0.4,0.6,0.05,0.30300000000000005,0.04360045871318328
367,BA,0.05,0.5,0.4,0.6,0.1,0.3375,0.052808616721137465
368,BA,0.05,0.5,0.4,0.6,0.2,0.34900000000000003,0.058642987645583
369,BA,0.05,0.5,0.4,0.6,0.3,0.328,0.048332183894378294
370,BA,0.05,0.5,0.4,0.6,0.4,0.35500000000000004,0.044888751374926886
371,BA,0.05,0.5,0.4,0.6,0.5,0.3430000000000001,0.03148015247739439
372,BA,0.05,0.5,0.6,0.8,0.05,0.414,0.16954055562018192
373,BA,0.05,0.5,0.6,0.8,0.1,0.3355,0.15790740957915814
374,BA,0.05,0.5,0.6,0.8,0.2,0.3195,0.1859697556055823
375,BA,0.05,0.5,0.6,0.8,0.3,0.282,0.1396996778808026
376,BA,0.05,0.5,0.6,0.8,0.4,0.19550000000000003,0.08985961273008024
377,BA,0.05,0.5,0.6,0.8,0.5,0.17099999999999999,0.06847627326307996
378,BA,0.05,0.5,0.8,1.0,0.05,0.924,0.022226110770892846
379,BA,0.05,0.5,0.8,1.0,0.1,0.7995,0.06312487623750243
380,BA,0.05,0.5,0.8,1.0,0.2,0.5165000000000001,0.18807644722293113
381,BA,0.05,0.5,0.8,1.0,0.3,0.32250000000000006,0.18132498448917625
382,BA,0.05,0.5,0.8,1.0,0.4,0.03250000000000001,0.038062448686336514
383,BA,0.05,0.5,0.8,1.0,0.5,0.022500000000000003,0.026244046944021417
384,BA,0.05,0.6,0.2,0.4,0.05,0.22449999999999998,0.04652687395473717
385,BA,0.05,0.6,0.2,0.4,0.1,0.26550000000000007,0.04398579316097415
386,BA,0.05,0.6,0.2,0.4,0.2,0.30600000000000005,0.04851803788283282
387,BA,0.05,0.6,0.2,0.4,0.3,0.31899999999999995,0.04121892769104989
388,BA,0.05,0.6,0.2,0.4,0.4,0.324,0.04127953488110059
389,BA,0.05,0.6,0.2,0.4,0.5,0.3229999999999999,0.04439594576084622
390,BA,0.05,0.6,0.4,0.6,0.05,0.2555,0.041409539963636395
391,BA,0.05,0.6,0.4,0.6,0.1,0.28250000000000003,0.04678407848830626
392,BA,0.05,0.6,0.4,0.6,0.2,0.3245,0.04716725559114076
393,BA,0.05,0.6,0.4,0.6,0.3,0.3355,0.047799058568134996
394,BA,0.05,0.6,0.4,0.6,0.4,0.337,0.04232020793899765
395,BA,0.05,0.6,0.4,0.6,0.5,0.3175,0.037666297933298405
396,BA,0.05,0.6,0.6,0.8,0.05,0.413,0.12133012816279393
397,BA,0.05,0.6,0.6,0.8,0.1,0.3975,0.15198272928198128
398,BA,0.05,0.6,0.6,0.8,0.2,0.299,0.11746914488494416
399,BA,0.05,0.6,0.6,0.8,0.3,0.2385,0.11199441950383063
400,BA,0.05,0.6,0.6,0.8,0.4,0.22150000000000003,0.10335738967292082
401,BA,0.05,0.6,0.6,0.8,0.5,0.18150000000000002,0.05694514904713131
402,BA,0.05,0.6,0.8,1.0,0.05,0.9069999999999998,0.03407345007480163
403,BA,0.05,0.6,0.8,1.0,0.1,0.7955,0.12559757163257576
404,BA,0.05,0.6,0.8,1.0,0.2,0.619,0.11627123461974591
405,BA,0.05,0.6,0.8,1.0,0.3,0.2085,0.19670472795537985
406,BA,0.05,0.6,0.8,1.0,0.4,0.05450000000000001,0.1071669258680121
407,BA,0.05,0.6,0.8,1.0,0.5,0.031000000000000007,0.06195966429863869
408,BA,0.05,0.7,0.2,0.4,0.05,0.19400000000000003,0.026907248094147424
409,BA,0.05,0.7,0.2,0.4,0.1,0.2205,0.052007211038470426
410,BA,0.05,0.7,0.2,0.4,0.2,0.296,0.049436828377233094
411,BA,0.05,0.7,0.2,0.4,0.3,0.31050000000000005,0.05826448317800477
412,BA,0.05,0.7,0.2,0.4,0.4,0.3195,0.04352872614722374
413,BA,0.05,0.7,0.2,0.4,0.5,0.327,0.032878564445547195
414,BA,0.05,0.7,0.4,0.6,0.05,0.23150000000000004,0.045417507637473896
415,BA,0.05,0.7,0.4,0.6,0.1,0.257,0.048795491595023416
416,BA,0.05,0.7,0.4,0.6,0.2,0.299,0.043462627624201465
417,BA,0.05,0.7,0.4,0.6,0.3,0.29700000000000004,0.05206726418777925
418,BA,0.05,0.7,0.4,0.6,0.4,0.3335,0.059184035009451665
419,BA,0.05,0.7,0.4,0.6,0.5,0.3015,0.0366435533211505
420,BA,0.05,0.7,0.6,0.8,0.05,0.4459999999999999,0.17301445026355458
421,BA,0.05,0.7,0.6,0.8,0.1,0.42400000000000004,0.19024720760105784
422,BA,0.05,0.7,0.6,0.8,0.2,0.32899999999999996,0.1251758762701504
423,BA,0.05,0.7,0.6,0.8,0.3,0.23899999999999996,0.1064377752492037
424,BA,0.05,0.7,0.6,0.8,0.4,0.186,0.0782559901860554
425,BA,0.05,0.7,0.6,0.8,0.5,0.17350000000000002,0.05443114917030505
426,BA,0.05,0.7,0.8,1.0,0.05,0.9075,0.053840040861797264
427,BA,0.05,0.7,0.8,1.0,0.1,0.817,0.046378874501220906
428,BA,0.05,0.7,0.8,1.0,0.2,0.5525,0.18182065339229206
429,BA,0.05,0.7,0.8,1.0,0.3,0.20099999999999998,0.15079456223617616
430,BA,0.05,0.7,0.8,1.0,0.4,0.1115,0.10887033572098508
431,BA,0.05,0.7,0.8,1.0,0.5,0.017,0.017916472867168916
432,BA,0.05,0.8,0.2,0.4,0.05,0.1675,0.03176082492631449
433,BA,0.05,0.8,0.2,0.4,0.1,0.1985,0.05909949238360681
434,BA,0.05,0.8,0.2,0.4,0.2,0.24000000000000005,0.05167204273105526
435,BA,0.05,0.8,0.2,0.4,0.3,0.28850000000000003,0.05052474641203061
436,BA,0.05,0.8,0.2,0.4,0.4,0.31049999999999994,0.0381411850890871
437,BA,0.05,0.8,0.2,0.4,0.5,0.307,0.023473389188611006
438,BA,0.05,0.8,0.4,0.6,0.05,0.19950000000000004,0.03980891859872608
439,BA,0.05,0.8,0.4,0.6,0.1,0.23900000000000002,0.04988987873306569
440,BA,0.05,0.8,0.4,0.6,0.2,0.29500000000000004,0.04727578661429125
441,BA,0.05,0.8,0.4,0.6,0.3,0.3205,0.051621216568383976
442,BA,0.05,0.8,0.4,0.6,0.4,0.3275,0.05156306817868774
443,BA,0.05,0.8,0.4,0.6,0.5,0.3215,0.03785168424258028
444,BA,0.05,0.8,0.6,0.8,0.05,0.4495,0.15701831103409564
445,BA,0.05,0.8,0.6,0.8,0.1,0.394,0.17051099671282202
446,BA,0.05,0.8,0.6,0.8,0.2,0.28800000000000003,0.10943491216243562
447,BA,0.05,0.8,0.6,0.8,0.3,0.2975,0.12469462698929734
448,BA,0.05,0.8,0.6,0.8,0.4,0.2085,0.08673378811051664
449,BA,0.05,0.8,0.6,0.8,0.5,0.13499999999999995,0.08913472948295742
450,BA,0.05,0.8,0.8,1.0,0.05,0.9025000000000001,0.0584700778176325
451,BA,0.05,0.8,0.8,1.0,0.1,0.827,0.0430232495285979
452,BA,0.05,0.8,0.8,1.0,0.2,0.585,0.18090052515125546
453,BA,0.05,0.8,0.8,1.0,0.3,0.2415,0.14100620553720322
454,BA,0.05,0.8,0.8,1.0,0.4,0.0895,0.09841112741961651
455,BA,0.05,0.8,0.8,1.0,0.5,0.026000000000000002,0.04140048308896891
456,BA,0.05,0.9,0.2,0.4,0.05,0.11200000000000003,0.040693979898751606
457,BA,0.05,0.9,0.2,0.4,0.1,0.15400000000000003,0.055263007518592394
458,BA,0.05,0.9,0.2,0.4,0.2,0.21550000000000002,0.0550885650566431
459,BA,0.05,0.9,0.2,0.4,0.3,0.25749999999999995,0.05318599439702147
460,BA,0.05,0.9,0.2,0.4,0.4,0.29700000000000004,0.049709154086546276
461,BA,0.05,0.9,0.2,0.4,0.5,0.30500000000000005,0.04466542286825459
462,BA,0.05,0.9,0.4,0.6,0.05,0.177,0.044732538492690085
463,BA,0.05,0.9,0.4,0.6,0.1,0.1895,0.05886212704277684
464,BA,0.05,0.9,0.4,0.6,0.2,0.2495,0.03827205246651922
465,BA,0.05,0.9,0.4,0.6,0.3,0.309,0.04846648326421053
466,BA,0.05,0.9,0.4,0.6,0.4,0.30999999999999994,0.05974947698515862
467,BA,0.05,0.9,0.4,0.6,0.5,0.3185,0.05265690837867335
468,BA,0.05,0.9,0.6,0.8,0.05,0.4385,0.11833321596238311
469,BA,0.05,0.9,0.6,0.8,0.1,0.35950000000000004,0.1587600390526533
470,BA,0.05,0.9,0.6,0.8,0.2,0.29,0.1521512405470294
471,BA,0.05,0.9,0.6,0.8,0.3,0.2605,0.08766270586743259
472,BA,0.05,0.9,0.6,0.8,0.4,0.20700000000000002,0.09476813810558904
473,BA,0.05,0.9,0.6,0.8,0.5,0.14700000000000002,0.05657738063926254
474,BA,0.05,0.9,0.8,1.0,0.05,0.9024999999999999,0.034040417153730636
475,BA,0.05,0.9,0.8,1.0,0.1,0.8210000000000001,0.058728187440104086
476,BA,0.05,0.9,0.8,1.0,0.2,0.54,0.18226354544998846
477,BA,0.05,0.9,0.8,1.0,0.3,0.254,0.18768057970924962
478,BA,0.05,0.9,0.8,1.0,0.4,0.059,0.07126710321038733
479,BA,0.05,0.9,0.8,1.0,0.5,0.0175,0.024057223447438814
480,BA,0.1,0.5,0.2,0.4,0.05,0.2565,0.03424543765233553
481,BA,0.1,0.5,0.2,0.4,0.1,0.3,0.043358966777357594
482,BA,0.1,0.5,0.2,0.4,0.2,0.322,0.045011109739707594
483,BA,0.1,0.5,0.2,0.4,0.3,0.33449999999999996,0.052865395108709815
484,BA,0.1,0.5,0.2,0.4,0.4,0.338,0.048846698967279244
485,BA,0.1,0.5,0.2,0.4,0.5,0.3195,0.02871846096154875
486,BA,0.1,0.5,0.4,0.6,0.05,0.2975,0.0421752296970627
487,BA,0.1,0.5,0.4,0.6,0.1,0.30649999999999994,0.03850649295898031
488,BA,0.1,0.5,0.4,0.6,0.2,0.33999999999999997,0.04538722287164086
489,BA,0.1,0.5,0.4,0.6,0.3,0.35050000000000003,0.061112600991939464
490,BA,0.1,0.5,0.4,0.6,0.4,0.3355,0.037479994663820314
491,BA,0.1,0.5,0.4,0.6,0.5,0.312,0.03802630668366309
492,BA,0.1,0.5,0.6,0.8,0.05,0.5485,0.15441097758903025
493,BA,0.1,0.5,0.6,0.8,0.1,0.38100000000000006,0.1111710393942595
494,BA,0.1,0.5,0.6,0.8,0.2,0.36600000000000005,0.11359577456930342
495,BA,0.1,0.5,0.6,0.8,0.3,0.2665,0.10214083414580086
496,BA,0.1,0.5,0.6,0.8,0.4,0.17900000000000002,0.10079186475107998
497,BA,0.1,0.5,0.6,0.8,0.5,0.15,0.03911521443121589
498,BA,0.1,0.5,0.8,1.0,0.05,0.9075000000000001,0.0388426312188039
499,BA,0.1,0.5,0.8,1.0,0.1,0.821,0.04288356328478313
500,BA,0.1,0.5,0.8,1.0,0.2,0.4920000000000001,0.17437316307276185
501,BA,0.1,0.5,0.8,1.0,0.3,0.21600000000000003,0.2133401040592228
502,BA,0.1,0.5,0.8,1.0,0.4,0.091,0.08227393268830657
503,BA,0.1,0.5,0.8,1.0,0.5,0.017499999999999998,0.028788018340969564
504,BA,0.1,0.6,0.2,0.4,0.05,0.2355,0.04893618293246829
505,BA,0.1,0.6,0.2,0.4,0.1,0.2765000000000001,0.037719358425084594
506,BA,0.1,0.6,0.2,0.4,0.2,0.30500000000000005,0.05463515351859094
507,BA,0.1,0.6,0.2,0.4,0.3,0.32049999999999995,0.05295989048327045
508,BA,0.1,0.6,0.2,0.4,0.4,0.3245,0.045549423706562966
509,BA,0.1,0.6,0.2,0.4,0.5,0.31650000000000006,0.03785168424258027
510,BA,0.1,0.6,0.4,0.6,0.05,0.25250000000000006,0.04288064831599448
511,BA,0.1,0.6,0.4,0.6,0.1,0.265,0.034423828956117015
512,BA,0.1,0.6,0.4,0.6,0.2,0.3025,0.06057020719792859
513,BA,0.1,0.6,0.4,0.6,0.3,0.32599999999999996,0.039924929555354254
514,BA,0.1,0.6,0.4,0.6,0.4,0.33049999999999996,0.04341370751271999
515,BA,0.1,0.6,0.4,0.6,0.5,0.3345,0.0348532638356869
516,BA,0.1,0.6,0.6,0.8,0.05,0.3595,0.13610565748711548
517,BA,0.1,0.6,0.6,0.8,0.1,0.395,0.18098342465540868
518,BA,0.1,0.6,0.6,0.8,0.2,0.32300000000000006,0.14775317255477122
519,BA,0.1,0.6,0.6,0.8,0.3,0.2665,0.12974108832594244
520,BA,0.1,0.6,0.6,0.8,0.4,0.22549999999999998,0.08714786285388759
521,BA,0.1,0.6,0.6,0.8,0.5,0.146,0.063118935352238
522,BA,0.1,0.6,0.8,1.0,0.05,0.9014999999999999,0.039022429447690715
523,BA,0.1,0.6,0.8,1.0,0.1,0.8069999999999998,0.10877040038539898
524,BA,0.1,0.6,0.8,1.0,0.2,0.58,0.13501851724856112
525,BA,0.1,0.6,0.8,1.0,0.3,0.27749999999999997,0.18632968094214084
526,BA,0.1,0.6,0.8,1.0,0.4,0.094,0.12326394444443194
527,BA,0.1,0.6,0.8,1.0,0.5,0.044500000000000005,0.07053190767305248
528,BA,0.1,0.7,0.2,0.4,0.05,0.21150000000000002,0.03567562192870644
529,BA,0.1,0.7,0.2,0.4,0.1,0.215,0.04863126566315131
530,BA,0.1,0.7,0.2,0.4,0.2,0.279,0.03845776904605882
531,BA,0.1,0.7,0.2,0.4,0.3,0.304,0.04340506882842141
532,BA,0.1,0.7,0.2,0.4,0.4,0.32049999999999995,0.050246890451051796
533,BA,0.1,0.7,0.2,0.4,0.5,0.323,0.02882707061079914
534,BA,0.1,0.7,0.4,0.6,0.05,0.22949999999999995,0.04341370751271999
535,BA,0.1,0.7,0.4,0.6,0.1,0.26449999999999996,0.05132981589680601
536,BA,0.1,0.7,0.4,0.6,0.2,0.28150000000000003,0.0466127664915954
537,BA,0.1,0.7,0.4,0.6,0.3,0.31000000000000005,0.039496835316263
538,BA,0.1,0.7,0.4,0.6,0.4,0.331,0.043116122274620194
539,BA,0.1,0.7,0.4,0.6,0.5,0.32300000000000006,0.03195309061734092
540,BA,0.1,0.7,0.6,0.8,0.05,0.45099999999999996,0.17512566916360375
541,BA,0.1,0.7,0.6,0.8,0.1,0.40800000000000003,0.14641038214552957
542,BA,0.1,0.7,0.6,0.8,0.2,0.3435,0.10598466870260055
543,BA,0.1,0.7,0.6,0.8,0.3,0.21800000000000003,0.11029959202100433
544,BA,0.1,0.7,0.6,0.8,0.4,0.20249999999999999,0.10054227966383096
545,BA,0.1,0.7,0.6,0.8,0.5,0.1665,0.06490570082820152
546,BA,0.1,0.7,0.8,1.0,0.05,0.905,0.03263433774416145
547,BA,0.1,0.7,0.8,1.0,0.1,0.754,0.20814418079783062
548,BA,0.1,0.7,0.8,1.0,0.2,0.45549999999999996,0.2536035291552544
549,BA,0.1,0.7,0.8,1.0,0.3,0.2305,0.19479412208791103
550,BA,0.1,0.7,0.8,1.0,0.4,0.043,0.029
551,BA,0.1,0.7,0.8,1.0,0.5,0.015500000000000003,0.018567444627627144
552,BA,0.1,0.8,0.2,0.4,0.05,0.15999999999999998,0.04868264577855234
553,BA,0.1,0.8,0.2,0.4,0.1,0.19249999999999998,0.048463904093665425
554,BA,0.1,0.8,0.2,0.4,0.2,0.24200000000000005,0.029933259094191537
555,BA,0.1,0.8,0.2,0.4,0.3,0.29000000000000004,0.041833001326703784
556,BA,0.1,0.8,0.2,0.4,0.4,0.3055,0.03800986713999405
557,BA,0.1,0.8,0.2,0.4,0.5,0.3235,0.03623189202898463
558,BA,0.1,0.8,0.4,0.6,0.05,0.20500000000000002,0.05417564028232615
559,BA,0.1,0.8,0.4,0.6,0.1,0.24550000000000005,0.05463286556643355
560,BA,0.1,0.8,0.4,0.6,0.2,0.2615,0.05641586656251945
561,BA,0.1,0.8,0.4,0.6,0.3,0.294,0.051613951602255764
562,BA,0.1,0.8,0.4,0.6,0.4,0.31299999999999994,0.04184495190581535
563,BA,0.1,0.8,0.4,0.6,0.5,0.323,0.02899999999999999
564,BA,0.1,0.8,0.6,0.8,0.05,0.4445,0.18092747165646236
565,BA,0.1,0.8,0.6,0.8,0.1,0.3305,0.172727386363599
566,BA,0.1,0.8,0.6,0.8,0.2,0.33949999999999997,0.15124400814577746
567,BA,0.1,0.8,0.6,0.8,0.3,0.2465,0.1145545721479505
568,BA,0.1,0.8,0.6,0.8,0.4,0.147,0.06356886030125128
569,BA,0.1,0.8,0.6,0.8,0.5,0.14850000000000002,0.06117801892837002
570,BA,0.1,0.8,0.8,1.0,0.05,0.9205,0.028718460961548745
571,BA,0.1,0.8,0.8,1.0,0.1,0.8154999999999999,0.06003957028493791
572,BA,0.1,0.8,0.8,1.0,0.2,0.5635,0.2074915660936608
573,BA,0.1,0.8,0.8,1.0,0.3,0.2985,0.18942742673646815
574,BA,0.1,0.8,0.8,1.0,0.4,0.06849999999999999,0.07309411741036347
575,BA,0.1,0.8,0.8,1.0,0.5,0.0095,0.013955285736952863
576,BA,0.1,0.9,0.2,0.4,0.05,0.11000000000000003,0.034351128074635334
577,BA,0.1,0.9,0.2,0.4,0.1,0.14750000000000002,0.04794528131109463
578,BA,0.1,0.9,0.2,0.4,0.2,0.21950000000000003,0.055360184248248304
579,BA,0.1,0.9,0.2,0.4,0.3,0.26999999999999996,0.045497252664309304
580,BA,0.1,0.9,0.2,0.4,0.4,0.296,0.04684015371452148
581,BA,0.1,0.9,0.2,0.4,0.5,0.3,0.04795831523312719
582,BA,0.1,0.9,0.4,0.6,0.05,0.16799999999999998,0.04249705872175155
583,BA,0.1,0.9,0.4,0.6,0.1,0.2205,0.043413707512719994
584,BA,0.1,0.9,0.4,0.6,0.2,0.31049999999999994,0.06119436248544469
585,BA,0.1,0.9,0.4,0.6,0.3,0.3015,0.052561868307738076
586,BA,0.1,0.9,0.4,0.6,0.4,0.306,0.035972211497209895
587,BA,0.1,0.9,0.4,0.6,0.5,0.29900000000000004,0.03961060464067672
588,BA,0.1,0.9,0.6,0.8,0.05,0.42000000000000004,0.1695877354056006
589,BA,0.1,0.9,0.6,0.8,0.1,0.312,0.13640381226344078
590,BA,0.1,0.9,0.6,0.8,0.2,0.3135,0.14980904512078033
591,BA,0.1,0.9,0.6,0.8,0.3,0.21400000000000002,0.07914543574963752
592,BA,0.1,0.9,0.6,0.8,0.4,0.2305,0.0998736702039131
593,BA,0.1,0.9,0.6,0.8,0.5,0.1395,0.07331268648740134
594,BA,0.1,0.9,0.8,1.0,0.05,0.9225,0.024672859582950638
595,BA,0.1,0.9,0.8,1.0,0.1,0.804,0.07939773296511683
596,BA,0.1,0.9,0.8,1.0,0.2,0.487,0.19892460883460344
597,BA,0.1,0.9,0.8,1.0,0.3,0.3225,0.17064216946581523
598,BA,0.1,0.9,0.8,1.0,0.4,0.07,0.07987490219086343
599,BA,0.1,0.9,0.8,1.0,0.5,0.022000000000000002,0.026
600,BA,0.15,0.5,0.2,0.4,0.05,0.271,0.03672873534441391
601,BA,0.15,0.5,0.2,0.4,0.1,0.27649999999999997,0.040159058753910064
602,BA,0.15,0.5,0.2,0.4,0.2,0.314,0.039924929555354254
603,BA,0.15,0.5,0.2,0.4,0.3,0.3185,0.04725198408532704
604,BA,0.15,0.5,0.2,0.4,0.4,0.34049999999999997,0.04409931972264425
605,BA,0.15,0.5,0.2,0.4,0.5,0.321,0.03160696125855821
606,BA,0.15,0.5,0.4,0.6,0.05,0.29050000000000004,0.04466262419518137
607,BA,0.15,0.5,0.4,0.6,0.1,0.32599999999999996,0.038000000000000006
608,BA,0.15,0.5,0.4,0.6,0.2,0.34750000000000003,0.056202757939446346
609,BA,0.15,0.5,0.4,0.6,0.3,0.34700000000000003,0.04325505750776434
610,BA,0.15,0.5,0.4,0.6,0.4,0.32250000000000006,0.03960744879438714
611,BA,0.15,0.5,0.4,0.6,0.5,0.3145,0.027472713735632304
612,BA,0.15,0.5,0.6,0.8,0.05,0.4135,0.1891632892503194
613,BA,0.15,0.5,0.6,0.8,0.1,0.379,0.17924564150907552
614,BA,0.15,0.5,0.6,0.8,0.2,0.264,0.11065260954898443
615,BA,0.15,0.5,0.6,0.8,0.3,0.2365,0.09824840965633999
616,BA,0.15,0.5,0.6,0.8,0.4,0.177,0.10474254150057655
617,BA,0.15,0.5,0.6,0.8,0.5,0.141,0.06556675987114202
618,BA,0.15,0.5,0.8,1.0,0.05,0.8945000000000002,0.04200892762258993
619,BA,0.15,0.5,0.8,1.0,0.1,0.8029999999999999,0.09077995373429093
620,BA,0.15,0.5,0.8,1.0,0.2,0.5165,0.17587708776301703
621,BA,0.15,0.5,0.8,1.0,0.3,0.20049999999999998,0.1946400524044319
622,BA,0.15,0.5,0.8,1.0,0.4,0.05100000000000001,0.058043087443725806
623,BA,0.15,0.5,0.8,1.0,0.5,0.04,0.04868264577855234
624,BA,0.15,0.6,0.2,0.4,0.05,0.22849999999999998,0.04292726406376256
625,BA,0.15,0.6,0.2,0.4,0.1,0.265,0.04189272013130682
626,BA,0.15,0.6,0.2,0.4,0.2,0.303,0.048176757881783626
627,BA,0.15,0.6,0.2,0.4,0.3,0.31399999999999995,0.04651881339845203
628,BA,0.15,0.6,0.2,0.4,0.4,0.329,0.03462657938636156
629,BA,0.15,0.6,0.2,0.4,0.5,0.3165,0.03927785635698568
630,BA,0.15,0.6,0.4,0.6,0.05,0.2695,0.04790354892907205
631,BA,0.15,0.6,0.4,0.6,0.1,0.28350000000000003,0.053129558627942705
632,BA,0.15,0.6,0.4,0.6,0.2,0.3015,0.038376425054973524
633,BA,0.15,0.6,0.4,0.6,0.3,0.32849999999999996,0.047357681531088484
634,BA,0.15,0.6,0.4,0.6,0.4,0.32299999999999995,0.04124318125460255
635,BA,0.15,0.6,0.4,0.6,0.5,0.31399999999999995,0.03706750598570127
636,BA,0.15,0.6,0.6,0.8,0.05,0.403,0.1407515541654869
637,BA,0.15,0.6,0.6,0.8,0.1,0.3410000000000001,0.16582822437691358
638,BA,0.15,0.6,0.6,0.8,0.2,0.261,0.13988924190229926
639,BA,0.15,0.6,0.6,0.8,0.3,0.217,0.09823950325607313
640,BA,0.15,0.6,0.6,0.8,0.4,0.1935,0.07578093427769282
641,BA,0.15,0.6,0.6,0.8,0.5,0.11849999999999998,0.05570233388288143
642,BA,0.15,0.6,0.8,1.0,0.05,0.9020000000000001,0.043543082114154474
643,BA,0.15,0.6,0.8,1.0,0.1,0.806,0.07052659073002182
644,BA,0.15,0.6,0.8,1.0,0.2,0.5509999999999999,0.14442645187083977
645,BA,0.15,0.6,0.8,1.0,0.3,0.23349999999999999,0.17953481556511536
646,BA,0.15,0.6,0.8,1.0,0.4,0.067,0.09834124261976762
647,BA,0.15,0.6,0.8,1.0,0.5,0.027000000000000003,0.04796873982084583
648,BA,0.15,0.7,0.2,0.4,0.05,0.20450000000000004,0.049746859197340294
649,BA,0.15,0.7,0.2,0.4,0.1,0.21550000000000002,0.04104570623098109
650,BA,0.15,0.7,0.2,0.4,0.2,0.263,0.03620773398046334
651,BA,0.15,0.7,0.2,0.4,0.3,0.2915,0.04396305266925853
652,BA,0.15,0.7,0.2,0.4,0.4,0.324,0.04164132562731403
653,BA,0.15,0.7,0.2,0.4,0.5,0.31699999999999995,0.03421987726453735
654,BA,0.15,0.7,0.4,0.6,0.05,0.22999999999999993,0.046475800154488996
655,BA,0.15,0.7,0.4,0.6,0.1,0.263,0.04670117771534247
656,BA,0.15,0.7,0.4,0.6,0.2,0.29100000000000004,0.0431161222746202
657,BA,0.15,0.7,0.4,0.6,0.3,0.3205,0.05123231402152356
658,BA,0.15,0.7,0.4,0.6,0.4,0.32099999999999995,0.039102429592034305
659,BA,0.15,0.7,0.4,0.6,0.5,0.2899999999999999,0.04195235392680606
660,BA,0.15,0.7,0.6,0.8,0.05,0.35350000000000004,0.15411927199412798
661,BA,0.15,0.7,0.6,0.8,0.1,0.3775,0.1276273873429994
662,BA,0.15,0.7,0.6,0.8,0.2,0.26299999999999996,0.12950289572052048
663,BA,0.15,0.7,0.6,0.8,0.3,0.2065,0.12547011596392185
664,BA,0.15,0.7,0.6,0.8,0.4,0.194,0.1045657687773585
665,BA,0.15,0.7,0.6,0.8,0.5,0.1605,0.06689357218746805
666,BA,0.15,0.7,0.8,1.0,0.05,0.9215000000000002,0.021971572542719815
667,BA,0.15,0.7,0.8,1.0,0.1,0.7725,0.08017948615450214
668,BA,0.15,0.7,0.8,1.0,0.2,0.5015000000000001,0.20394300674453145
669,BA,0.15,0.7,0.8,1.0,0.3,0.231,0.21644629818964334
670,BA,0.15,0.7,0.8,1.0,0.4,0.0905,0.10547393042832907
671,BA,0.15,0.7,0.8,1.0,0.5,0.020999999999999998,0.04323193264243457
672,BA,0.15,0.8,0.2,0.4,0.05,0.15599999999999997,0.04211887937730538
673,BA,0.15,0.8,0.2,0.4,0.1,0.197,0.04517742799230607
674,BA,0.15,0.8,0.2,0.4,0.2,0.252,0.0642339474110069
675,BA,0.15,0.8,0.2,0.4,0.3,0.279,0.04887739763939976
676,BA,0.15,0.8,0.2,0.4,0.4,0.3195,0.04259988262894629
677,BA,0.15,0.8,0.2,0.4,0.5,0.3055,0.04903825037661927
678,BA,0.15,0.8,0.4,0.6,0.05,0.21749999999999997,0.05204565303654091
679,BA,0.15,0.8,0.4,0.6,0.1,0.23700000000000002,0.0487954915950234
680,BA,0.15,0.8,0.4,0.6,0.2,0.27249999999999996,0.042997092924987386
681,BA,0.15,0.8,0.4,0.6,0.3,0.30599999999999994,0.043977266854592044
682,BA,0.15,0.8,0.4,0.6,0.4,0.302,0.037229020937972576
683,BA,0.15,0.8,0.4,0.6,0.5,0.31099999999999994,0.0439203825119955
