,network_type,noise,threshold,trust_min,trust_max,truth_fraction,mean_persistent,std_persistent
684,BA,0.15,0.8,0.6,0.8,0.05,0.3695,0.14378716910767803
685,BA,0.15,0.8,0.6,0.8,0.1,0.31700000000000006,0.1439131682647561
686,BA,0.15,0.8,0.6,0.8,0.2,0.306,0.1585685971433184
687,BA,0.15,0.8,0.6,0.8,0.3,0.21149999999999997,0.12491096829342088
688,BA,0.15,0.8,0.6,0.8,0.4,0.1765,0.06620234134832392
689,BA,0.15,0.8,0.6,0.8,0.5,0.121,0.051273774973177075
690,BA,0.15,0.8,0.8,1.0,0.05,0.8875,0.09873575846672775
691,BA,0.15,0.8,0.8,1.0,0.1,0.8084999999999999,0.06915742910201332
692,BA,0.15,0.8,0.8,1.0,0.2,0.528,0.15141334155218952
693,BA,0.15,0.8,0.8,1.0,0.3,0.20600000000000002,0.1590723106011854
694,BA,0.15,0.8,0.8,1.0,0.4,0.0645,0.09656474511953107
695,BA,0.15,0.8,0.8,1.0,0.5,0.026000000000000002,0.044090815370097215
696,BA,0.15,0.9,0.2,0.4,0.05,0.1285,0.044863682416850265
697,BA,0.15,0.9,0.2,0.4,0.1,0.17350000000000002,0.04441565039487771
698,BA,0.15,0.9,0.2,0.4,0.2,0.21600000000000003,0.03979949748426479
699,BA,0.15,0.9,0.2,0.4,0.3,0.26349999999999996,0.057989223136717394
700,BA,0.15,0.9,0.2,0.4,0.4,0.30399999999999994,0.0455411901469428
701,BA,0.15,0.9,0.2,0.4,0.5,0.29850000000000004,0.03609362824654789
702,BA,0.15,0.9,0.4,0.6,0.05,0.1835,0.043620522692879325
703,BA,0.15,0.9,0.4,0.6,0.1,0.2185,0.059939552884551946
704,BA,0.15,0.9,0.4,0.6,0.2,0.2635,0.04396305266925854
705,BA,0.15,0.9,0.4,0.6,0.3,0.29399999999999993,0.0577408001330082
706,BA,0.15,0.9,0.4,0.6,0.4,0.29200000000000004,0.05519057890618651
707,BA,0.15,0.9,0.4,0.6,0.5,0.30300000000000005,0.03318132004607412
708,BA,0.15,0.9,0.6,0.8,0.05,0.4029999999999999,0.20900000000000002
709,BA,0.15,0.9,0.6,0.8,0.1,0.35050000000000003,0.15752698181581465
710,BA,0.15,0.9,0.6,0.8,0.2,0.1965,0.09215611753974882
711,BA,0.15,0.9,0.6,0.8,0.3,0.18550000000000003,0.07838845578272352
712,BA,0.15,0.9,0.6,0.8,0.4,0.18850000000000006,0.07424789559307389
713,BA,0.15,0.9,0.6,0.8,0.5,0.11949999999999998,0.054724309040864096
714,BA,0.15,0.9,0.8,1.0,0.05,0.8995000000000001,0.04554942370656297
715,BA,0.15,0.9,0.8,1.0,0.1,0.8130000000000001,0.048280430818293245
716,BA,0.15,0.9,0.8,1.0,0.2,0.54,0.12605554331325539
717,BA,0.15,0.9,0.8,1.0,0.3,0.28450000000000003,0.18618472010344994
718,BA,0.15,0.9,0.8,1.0,0.4,0.058499999999999996,0.06567153112270187
719,BA,0.15,0.9,0.8,1.0,0.5,0.0095,0.018567444627627144
720,WS,0.05,0.5,0.2,0.4,0.05,0.2425,0.031284980421921314
721,WS,0.05,0.5,0.2,0.4,0.1,0.257,0.033778691508109075
722,WS,0.05,0.5,0.2,0.4,0.2,0.2955,0.03499642838919422
723,WS,0.05,0.5,0.2,0.4,0.3,0.31849999999999995,0.026320144376503703
724,WS,0.05,0.5,0.2,0.4,0.4,0.337,0.022158519806160338
725,WS,0.05,0.5,0.2,0.4,0.5,0.3335,0.025743931323712003
726,WS,0.05,0.5,0.4,0.6,0.05,0.23400000000000004,0.033674916480965475
727,WS,0.05,0.5,0.4,0.6,0.1,0.24650000000000002,0.03244610916581524
728,WS,0.05,0.5,0.4,0.6,0.2,0.3055,0.024994999499899976
729,WS,0.05,0.5,0.4,0.6,0.3,0.33749999999999997,0.026622359023948276
730,WS,0.05,0.5,0.4,0.6,0.4,0.34500000000000003,0.03584689665786984
731,WS,0.05,0.5,0.4,0.6,0.5,0.325,0.0330907842155486
732,WS,0.05,0.5,0.6,0.8,0.05,0.458,0.0903105752390051
733,WS,0.05,0.5,0.6,0.8,0.1,0.3505,0.12286069347028772
734,WS,0.05,0.5,0.6,0.8,0.2,0.3275,0.0880837669494215
735,WS,0.05,0.5,0.6,0.8,0.3,0.25249999999999995,0.11031205736455106
736,WS,0.05,0.5,0.6,0.8,0.4,0.23650000000000002,0.07498499849969993
737,WS,0.05,0.5,0.6,0.8,0.5,0.151,0.05620498198558559
738,WS,0.05,0.5,0.8,1.0,0.05,0.9155,0.03528101472463624
739,WS,0.05,0.5,0.8,1.0,0.1,0.7725,0.07292976072907413
740,WS,0.05,0.5,0.8,1.0,0.2,0.5225,0.12279556180904909
741,WS,0.05,0.5,0.8,1.0,0.3,0.3055,0.11222633380806842
742,WS,0.05,0.5,0.8,1.0,0.4,0.1285,0.08475110618747109
743,WS,0.05,0.5,0.8,1.0,0.5,0.0645,0.05945376354781925
744,WS,0.05,0.6,0.2,0.4,0.05,0.20800000000000005,0.0276767050061961
745,WS,0.05,0.6,0.2,0.4,0.1,0.2325,0.025074887836239672
746,WS,0.05,0.6,0.2,0.4,0.2,0.26000000000000006,0.02097617696340304
747,WS,0.05,0.6,0.2,0.4,0.3,0.309,0.028792360097775933
748,WS,0.05,0.6,0.2,0.4,0.4,0.33099999999999996,0.03793415347678132
749,WS,0.05,0.6,0.2,0.4,0.5,0.32799999999999996,0.027495454169735038
750,WS,0.05,0.6,0.4,0.6,0.05,0.185,0.027294688127912362
751,WS,0.05,0.6,0.4,0.6,0.1,0.2205,0.031855140872392954
752,WS,0.05,0.6,0.4,0.6,0.2,0.2675,0.03269174207655506
753,WS,0.05,0.6,0.4,0.6,0.3,0.3135,0.03677974986320598
754,WS,0.05,0.6,0.4,0.6,0.4,0.33749999999999997,0.028613807855648994
755,WS,0.05,0.6,0.4,0.6,0.5,0.321,0.0232163735324878
756,WS,0.05,0.6,0.6,0.8,0.05,0.45099999999999996,0.11374972527439352
757,WS,0.05,0.6,0.6,0.8,0.1,0.43,0.11282730166054669
758,WS,0.05,0.6,0.6,0.8,0.2,0.3315,0.1042724795907338
759,WS,0.05,0.6,0.6,0.8,0.3,0.26149999999999995,0.0812573073637073
760,WS,0.05,0.6,0.6,0.8,0.4,0.20999999999999996,0.06700746227100382
761,WS,0.05,0.6,0.6,0.8,0.5,0.20450000000000004,0.05817860431464474
762,WS,0.05,0.6,0.8,1.0,0.05,0.9109999999999999,0.04311612227462018
763,WS,0.05,0.6,0.8,1.0,0.1,0.7825000000000001,0.09164469433633352
764,WS,0.05,0.6,0.8,1.0,0.2,0.5405,0.12375277774660251
765,WS,0.05,0.6,0.8,1.0,0.3,0.33999999999999997,0.10300485425454473
766,WS,0.05,0.6,0.8,1.0,0.4,0.16450000000000004,0.07851592195217477
767,WS,0.05,0.6,0.8,1.0,0.5,0.07600000000000001,0.05141984052872976
768,WS,0.05,0.7,0.2,0.4,0.05,0.17050000000000004,0.03747999466382032
769,WS,0.05,0.7,0.2,0.4,0.1,0.201,0.024269322199023193
770,WS,0.05,0.7,0.2,0.4,0.2,0.25649999999999995,0.040530852446007105
771,WS,0.05,0.7,0.2,0.4,0.3,0.29200000000000004,0.025612496949731396
772,WS,0.05,0.7,0.2,0.4,0.4,0.32,0.03255764119219941
773,WS,0.05,0.7,0.2,0.4,0.5,0.325,0.026925824035672518
774,WS,0.05,0.7,0.4,0.6,0.05,0.173,0.03132091952673165
775,WS,0.05,0.7,0.4,0.6,0.1,0.194,0.03397057550292606
776,WS,0.05,0.7,0.4,0.6,0.2,0.2485,0.03453621287865825
777,WS,0.05,0.7,0.4,0.6,0.3,0.30699999999999994,0.02847806173179629
778,WS,0.05,0.7,0.4,0.6,0.4,0.33299999999999996,0.03522782990761707
779,WS,0.05,0.7,0.4,0.6,0.5,0.32199999999999995,0.02293468988235943
780,WS,0.05,0.7,0.6,0.8,0.05,0.40800000000000003,0.11587061750072795
781,WS,0.05,0.7,0.6,0.8,0.1,0.36500000000000005,0.12093386622447823
782,WS,0.05,0.7,0.6,0.8,0.2,0.2955,0.11951882696880857
783,WS,0.05,0.7,0.6,0.8,0.3,0.25450000000000006,0.11070117433884791
784,WS,0.05,0.7,0.6,0.8,0.4,0.223,0.0759670981412348
785,WS,0.05,0.7,0.6,0.8,0.5,0.176,0.06628725367670621
786,WS,0.05,0.7,0.8,1.0,0.05,0.898,0.05124451190127581
787,WS,0.05,0.7,0.8,1.0,0.1,0.785,0.06399218702310462
788,WS,0.05,0.7,0.8,1.0,0.2,0.5095,0.09431198227160745
789,WS,0.05,0.7,0.8,1.0,0.3,0.31900000000000006,0.11835962149314266
790,WS,0.05,0.7,0.8,1.0,0.4,0.15650000000000003,0.08782226369207298
791,WS,0.05,0.7,0.8,1.0,0.5,0.0635,0.07157338890956609
792,WS,0.05,0.8,0.2,0.4,0.05,0.1355,0.03278337993557101
793,WS,0.05,0.8,0.2,0.4,0.1,0.174,0.027820855486487106
794,WS,0.05,0.8,0.2,0.4,0.2,0.21150000000000008,0.029878922336657326
795,WS,0.05,0.8,0.2,0.4,0.3,0.27149999999999996,0.03595483277669359
796,WS,0.05,0.8,0.2,0.4,0.4,0.3035,0.03785168424258027
797,WS,0.05,0.8,0.2,0.4,0.5,0.31849999999999995,0.030704234235688074
798,WS,0.05,0.8,0.4,0.6,0.05,0.12400000000000003,0.02353720459187964
799,WS,0.05,0.8,0.4,0.6,0.1,0.173,0.036891733491393436
800,WS,0.05,0.8,0.4,0.6,0.2,0.24450000000000002,0.04153010955921017
801,WS,0.05,0.8,0.4,0.6,0.3,0.2825000000000001,0.03766629793329841
802,WS,0.05,0.8,0.4,0.6,0.4,0.30150000000000005,0.03290516676754579
803,WS,0.05,0.8,0.4,0.6,0.5,0.32199999999999995,0.033999999999999996
804,WS,0.05,0.8,0.6,0.8,0.05,0.434,0.15324490203592417
805,WS,0.05,0.8,0.6,0.8,0.1,0.3665,0.08603923523602475
806,WS,0.05,0.8,0.6,0.8,0.2,0.28500000000000003,0.1138639539099183
807,WS,0.05,0.8,0.6,0.8,0.3,0.263,0.07681796664843453
808,WS,0.05,0.8,0.6,0.8,0.4,0.19649999999999998,0.07261370394078517
809,WS,0.05,0.8,0.6,0.8,0.5,0.1575,0.05337368265353254
810,WS,0.05,0.8,0.8,1.0,0.05,0.9199999999999999,0.033015148038438344
811,WS,0.05,0.8,0.8,1.0,0.1,0.7915,0.09073450280901968
812,WS,0.05,0.8,0.8,1.0,0.2,0.5530000000000002,0.05622277118748239
813,WS,0.05,0.8,0.8,1.0,0.3,0.3165,0.08421846590861175
814,WS,0.05,0.8,0.8,1.0,0.4,0.17450000000000002,0.06909956584523524
815,WS,0.05,0.8,0.8,1.0,0.5,0.07600000000000003,0.05190375708944391
816,WS,0.05,0.9,0.2,0.4,0.05,0.098,0.023151673805580454
817,WS,0.05,0.9,0.2,0.4,0.1,0.12449999999999997,0.031855140872392954
818,WS,0.05,0.9,0.2,0.4,0.2,0.18949999999999997,0.02940663190506522
819,WS,0.05,0.9,0.2,0.4,0.3,0.2435,0.03244610916581525
820,WS,0.05,0.9,0.2,0.4,0.4,0.3015,0.033207679834640666
821,WS,0.05,0.9,0.2,0.4,0.5,0.30999999999999994,0.033166247903554
822,WS,0.05,0.9,0.4,0.6,0.05,0.10550000000000001,0.024994999499899976
823,WS,0.05,0.9,0.4,0.6,0.1,0.13849999999999998,0.0379835490706174
824,WS,0.05,0.9,0.4,0.6,0.2,0.21350000000000002,0.030704234235688084
825,WS,0.05,0.9,0.4,0.6,0.3,0.27249999999999996,0.032074132879939245
826,WS,0.05,0.9,0.4,0.6,0.4,0.29600000000000004,0.027640549922170504
827,WS,0.05,0.9,0.4,0.6,0.5,0.3255,0.03169779172119093
828,WS,0.05,0.9,0.6,0.8,0.05,0.4505,0.10047263308981208
829,WS,0.05,0.9,0.6,0.8,0.1,0.4175,0.0975640815054393
830,WS,0.05,0.9,0.6,0.8,0.2,0.30100000000000005,0.10353260356042437
831,WS,0.05,0.9,0.6,0.8,0.3,0.277,0.08660831368869851
832,WS,0.05,0.9,0.6,0.8,0.4,0.191,0.0689129886160802
833,WS,0.05,0.9,0.6,0.8,0.5,0.1665,0.06908509245850367
834,WS,0.05,0.9,0.8,1.0,0.05,0.8875,0.05566641716510951
835,WS,0.05,0.9,0.8,1.0,0.1,0.7785,0.06513639535620619
836,WS,0.05,0.9,0.8,1.0,0.2,0.533,0.09138380600522174
837,WS,0.05,0.9,0.8,1.0,0.3,0.2955,0.08417095698636198
838,WS,0.05,0.9,0.8,1.0,0.4,0.1615,0.06498269000279998
839,WS,0.05,0.9,0.8,1.0,0.5,0.08299999999999999,0.05273518749374084
840,WS,0.1,0.5,0.2,0.4,0.05,0.2185,0.02779838124783528
841,WS,0.1,0.5,0.2,0.4,0.1,0.2395,0.02854382595238417
842,WS,0.1,0.5,0.2,0.4,0.2,0.2975,0.029304436524185202
843,WS,0.1,0.5,0.2,0.4,0.3,0.321,0.02071231517720799
844,WS,0.1,0.5,0.2,0.4,0.4,0.34049999999999997,0.025588083163847967
845,WS,0.1,0.5,0.2,0.4,0.5,0.3345,0.022688102609076857
846,WS,0.1,0.5,0.4,0.6,0.05,0.23600000000000004,0.024372115213907884
847,WS,0.1,0.5,0.4,0.6,0.1,0.2705,0.031855140872392954
848,WS,0.1,0.5,0.4,0.6,0.2,0.305,0.028372521918222218
849,WS,0.1,0.5,0.4,0.6,0.3,0.341,0.02343074902771996
850,WS,0.1,0.5,0.4,0.6,0.4,0.337,0.023895606290697043
851,WS,0.1,0.5,0.4,0.6,0.5,0.32649999999999996,0.025154522456210533
852,WS,0.1,0.5,0.6,0.8,0.05,0.413,0.1289224573144648
853,WS,0.1,0.5,0.6,0.8,0.1,0.3504999999999999,0.10993065996345151
854,WS,0.1,0.5,0.6,0.8,0.2,0.32,0.12485992151206889
855,WS,0.1,0.5,0.6,0.8,0.3,0.2345,0.07952829685086937
856,WS,0.1,0.5,0.6,0.8,0.4,0.2,0.1049285471165974
857,WS,0.1,0.5,0.6,0.8,0.5,0.128,0.047602520941647616
858,WS,0.1,0.5,0.8,1.0,0.05,0.8854999999999998,0.054906739112790134
859,WS,0.1,0.5,0.8,1.0,0.1,0.7929999999999999,0.06921704992268886
860,WS,0.1,0.5,0.8,1.0,0.2,0.5379999999999999,0.12359611644384302
861,WS,0.1,0.5,0.8,1.0,0.3,0.30900000000000005,0.0777110030819317
862,WS,0.1,0.5,0.8,1.0,0.4,0.1545,0.0776836533641409
863,WS,0.1,0.5,0.8,1.0,0.5,0.06449999999999999,0.05678688228807776
864,WS,0.1,0.6,0.2,0.4,0.05,0.21150000000000002,0.03182373328193913
865,WS,0.1,0.6,0.2,0.4,0.1,0.23149999999999998,0.03409912022325503
866,WS,0.1,0.6,0.2,0.4,0.2,0.281,0.02964793416074718
867,WS,0.1,0.6,0.2,0.4,0.3,0.307,0.0187349939951952
868,WS,0.1,0.6,0.2,0.4,0.4,0.3255,0.021089096708963143
869,WS,0.1,0.6,0.2,0.4,0.5,0.324,0.027092434368288135
870,WS,0.1,0.6,0.4,0.6,0.05,0.194,0.03967366884975474
871,WS,0.1,0.6,0.4,0.6,0.1,0.2165,0.045746584571965586
872,WS,0.1,0.6,0.4,0.6,0.2,0.277,0.03163858403911275
873,WS,0.1,0.6,0.4,0.6,0.3,0.30200000000000005,0.030757112998459398
874,WS,0.1,0.6,0.4,0.6,0.4,0.3275,0.030475399915341553
875,WS,0.1,0.6,0.4,0.6,0.5,0.3305,0.03278337993557101
876,WS,0.1,0.6,0.6,0.8,0.05,0.36849999999999994,0.12900678276741884
877,WS,0.1,0.6,0.6,0.8,0.1,0.404,0.12097107092193571
878,WS,0.1,0.6,0.6,0.8,0.2,0.347,0.12124768039018313
879,WS,0.1,0.6,0.6,0.8,0.3,0.23949999999999996,0.09728694670920657
880,WS,0.1,0.6,0.6,0.8,0.4,0.21799999999999997,0.05827520913733387
881,WS,0.1,0.6,0.6,0.8,0.5,0.1715,0.059014828645010904
882,WS,0.1,0.6,0.8,1.0,0.05,0.9115,0.037983549070617385
883,WS,0.1,0.6,0.8,1.0,0.1,0.7745,0.07165716991341481
884,WS,0.1,0.6,0.8,1.0,0.2,0.5335,0.10374367450596686
885,WS,0.1,0.6,0.8,1.0,0.3,0.3255,0.11253777143697133
886,WS,0.1,0.6,0.8,1.0,0.4,0.155,0.05509083408335727
887,WS,0.1,0.6,0.8,1.0,0.5,0.08399999999999999,0.08616263691415207
888,WS,0.1,0.7,0.2,0.4,0.05,0.17850000000000002,0.029711109033491157
889,WS,0.1,0.7,0.2,0.4,0.1,0.18850000000000006,0.0348245602987317
890,WS,0.1,0.7,0.2,0.4,0.2,0.2485,0.039783790669065205
891,WS,0.1,0.7,0.2,0.4,0.3,0.29650000000000004,0.026129485260907838
892,WS,0.1,0.7,0.2,0.4,0.4,0.3165,0.0359548327766936
893,WS,0.1,0.7,0.2,0.4,0.5,0.32500000000000007,0.023345235059857496
894,WS,0.1,0.7,0.4,0.6,0.05,0.173,0.030347981810987034
895,WS,0.1,0.7,0.4,0.6,0.1,0.18850000000000003,0.026884010117540134
896,WS,0.1,0.7,0.4,0.6,0.2,0.2475,0.033596874854664685
897,WS,0.1,0.7,0.4,0.6,0.3,0.28700000000000003,0.038871583451153616
898,WS,0.1,0.7,0.4,0.6,0.4,0.31900000000000006,0.024269322199023183
899,WS,0.1,0.7,0.4,0.6,0.5,0.31999999999999995,0.03286335345030996
900,WS,0.1,0.7,0.6,0.8,0.05,0.45500000000000007,0.1297882891481354
901,WS,0.1,0.7,0.6,0.8,0.1,0.3895,0.10655866928598536
902,WS,0.1,0.7,0.6,0.8,0.2,0.2955,0.08743426101935099
903,WS,0.1,0.7,0.6,0.8,0.3,0.23700000000000002,0.08479976415061542
904,WS,0.1,0.7,0.6,0.8,0.4,0.209,0.06876772498781678
905,WS,0.1,0.7,0.6,0.8,0.5,0.1685,0.06620234134832394
906,WS,0.1,0.7,0.8,1.0,0.05,0.9064999999999998,0.06060321773635454
907,WS,0.1,0.7,0.8,1.0,0.1,0.781,0.05830094338859364
908,WS,0.1,0.7,0.8,1.0,0.2,0.5205,0.09677163840712837
909,WS,0.1,0.7,0.8,1.0,0.3,0.3155,0.10860363713983064
910,WS,0.1,0.7,0.8,1.0,0.4,0.155,0.0713792686989717
911,WS,0.1,0.7,0.8,1.0,0.5,0.08150000000000002,0.06295037728242778
912,WS,0.1,0.8,0.2,0.4,0.05,0.1405,0.029236107812087436
913,WS,0.1,0.8,0.2,0.4,0.1,0.15850000000000003,0.02475378758897313
914,WS,0.1,0.8,0.2,0.4,0.2,0.21400000000000002,0.04017461885320133
915,WS,0.1,0.8,0.2,0.4,0.3,0.2725000000000001,0.03658893275295141
916,WS,0.1,0.8,0.2,0.4,0.4,0.3045,0.01986831648630553
917,WS,0.1,0.8,0.2,0.4,0.5,0.31849999999999995,0.023296995514443485
918,WS,0.1,0.8,0.4,0.6,0.05,0.15200000000000002,0.03264965543462901
919,WS,0.1,0.8,0.4,0.6,0.1,0.171,0.03389690251335659
920,WS,0.1,0.8,0.4,0.6,0.2,0.219,0.02861817604250837
921,WS,0.1,0.8,0.4,0.6,0.3,0.2815,0.032136427928442825
922,WS,0.1,0.8,0.4,0.6,0.4,0.3095,0.020850659461993045
923,WS,0.1,0.8,0.4,0.6,0.5,0.299,0.03254228019054596
924,WS,0.1,0.8,0.6,0.8,0.05,0.39049999999999996,0.12650988103701621
925,WS,0.1,0.8,0.6,0.8,0.1,0.37450000000000006,0.10651173644251605
926,WS,0.1,0.8,0.6,0.8,0.2,0.2965,0.07695940488335393
927,WS,0.1,0.8,0.6,0.8,0.3,0.26450000000000007,0.11787599416335798
928,WS,0.1,0.8,0.6,0.8,0.4,0.2,0.06473020933072904
929,WS,0.1,0.8,0.6,0.8,0.5,0.15950000000000003,0.07559596550081227
930,WS,0.1,0.8,0.8,1.0,0.05,0.9025000000000001,0.04689083066016211
931,WS,0.1,0.8,0.8,1.0,0.1,0.7719999999999999,0.06337191807101944
932,WS,0.1,0.8,0.8,1.0,0.2,0.5259999999999999,0.11871815362445627
933,WS,0.1,0.8,0.8,1.0,0.3,0.2925000000000001,0.10212125146119196
934,WS,0.1,0.8,0.8,1.0,0.4,0.174,0.06814690014960328
935,WS,0.1,0.8,0.8,1.0,0.5,0.091,0.051078371156488535
936,WS,0.1,0.9,0.2,0.4,0.05,0.07850000000000001,0.02006863224038948
937,WS,0.1,0.9,0.2,0.4,0.1,0.124,0.02764054992217051
938,WS,0.1,0.9,0.2,0.4,0.2,0.1785,0.030540956108150902
939,WS,0.1,0.9,0.2,0.4,0.3,0.2465,0.0359548327766936
940,WS,0.1,0.9,0.2,0.4,0.4,0.28300000000000003,0.03756327994198589
941,WS,0.1,0.9,0.2,0.4,0.5,0.302,0.025416530054277662
942,WS,0.1,0.9,0.4,0.6,0.05,0.1025,0.030801785662522882
943,WS,0.1,0.9,0.4,0.6,0.1,0.147,0.03241913015489466
944,WS,0.1,0.9,0.4,0.6,0.2,0.2265,0.04315958757912314
945,WS,0.1,0.9,0.4,0.6,0.3,0.28,0.028106938645110394
946,WS,0.1,0.9,0.4,0.6,0.4,0.303,0.04382921400162225
947,WS,0.1,0.9,0.4,0.6,0.5,0.3305,0.02578274616870748
948,WS,0.1,0.9,0.6,0.8,0.05,0.42349999999999993,0.12378509603340784
949,WS,0.1,0.9,0.6,0.8,0.1,0.37200000000000005,0.09977975746613138
950,WS,0.1,0.9,0.6,0.8,0.2,0.26849999999999996,0.08131881701057879
951,WS,0.1,0.9,0.6,0.8,0.3,0.26149999999999995,0.08415907556526508
952,WS,0.1,0.9,0.6,0.8,0.4,0.22350000000000003,0.08861574352224326
953,WS,0.1,0.9,0.6,0.8,0.5,0.16699999999999998,0.0681248853210044
954,WS,0.1,0.9,0.8,1.0,0.05,0.9100000000000001,0.036606010435446236
955,WS,0.1,0.9,0.8,1.0,0.1,0.7825,0.06106349154773252
956,WS,0.1,0.9,0.8,1.0,0.2,0.5755,0.11329055565226961
957,WS,0.1,0.9,0.8,1.0,0.3,0.33000000000000007,0.10737783756436894
958,WS,0.1,0.9,0.8,1.0,0.4,0.17,0.07375635565834311
959,WS,0.1,0.9,0.8,1.0,0.5,0.06650000000000002,0.05227571137727348
960,WS,0.15,0.5,0.2,0.4,0.05,0.229,0.028089143810376284
961,WS,0.15,0.5,0.2,0.4,0.1,0.2505,0.024181604578687493
962,WS,0.15,0.5,0.2,0.4,0.2,0.28800000000000003,0.02135415650406262
963,WS,0.15,0.5,0.2,0.4,0.3,0.3115,0.02797766966707556
964,WS,0.15,0.5,0.2,0.4,0.4,0.3285,0.029201883500897665
965,WS,0.15,0.5,0.2,0.4,0.5,0.3345,0.024994999499899976
966,WS,0.15,0.5,0.4,0.6,0.05,0.2355,0.032630507198019465
967,WS,0.15,0.5,0.4,0.6,0.1,0.27349999999999997,0.031188940347501384
968,WS,0.15,0.5,0.4,0.6,0.2,0.311,0.032388269481403296
969,WS,0.15,0.5,0.4,0.6,0.3,0.326,0.03469870314579494
970,WS,0.15,0.5,0.4,0.6,0.4,0.3255,0.03891978931083775
971,WS,0.15,0.5,0.4,0.6,0.5,0.3295,0.027654113618049668
972,WS,0.15,0.5,0.6,0.8,0.05,0.3675,0.10285305051382775
973,WS,0.15,0.5,0.6,0.8,0.1,0.344,0.11222299229658778
974,WS,0.15,0.5,0.6,0.8,0.2,0.3125,0.10610725705624476
975,WS,0.15,0.5,0.6,0.8,0.3,0.254,0.08266801074176153
976,WS,0.15,0.5,0.6,0.8,0.4,0.1985,0.07773512719485318
977,WS,0.15,0.5,0.6,0.8,0.5,0.17550000000000002,0.07102640354121839
978,WS,0.15,0.5,0.8,1.0,0.05,0.9004999999999999,0.055540525744720834
979,WS,0.15,0.5,0.8,1.0,0.1,0.7795,0.07671212420471749
980,WS,0.15,0.5,0.8,1.0,0.2,0.4805,0.10702686578611935
981,WS,0.15,0.5,0.8,1.0,0.3,0.301,0.09191844211038393
982,WS,0.15,0.5,0.8,1.0,0.4,0.13949999999999999,0.07605754400452332
983,WS,0.15,0.5,0.8,1.0,0.5,0.10049999999999999,0.05809259849584971
984,WS,0.15,0.6,0.2,0.4,0.05,0.20250000000000004,0.03519588044075613
985,WS,0.15,0.6,0.2,0.4,0.1,0.23650000000000002,0.0366435533211505
986,WS,0.15,0.6,0.2,0.4,0.2,0.2695,0.038661996844446614
987,WS,0.15,0.6,0.2,0.4,0.3,0.306,0.0265329983228432
988,WS,0.15,0.6,0.2,0.4,0.4,0.31500000000000006,0.02655183609470351
989,WS,0.15,0.6,0.2,0.4,0.5,0.33399999999999996,0.023748684174075826
990,WS,0.15,0.6,0.4,0.6,0.05,0.20050000000000004,0.032167530212933663
991,WS,0.15,0.6,0.4,0.6,0.1,0.2325,0.03222964473896665
992,WS,0.15,0.6,0.4,0.6,0.2,0.27199999999999996,0.04142463035441596
993,WS,0.15,0.6,0.4,0.6,0.3,0.30900000000000005,0.028266588050205137
994,WS,0.15,0.6,0.4,0.6,0.4,0.32149999999999995,0.030704234235688077
995,WS,0.15,0.6,0.4,0.6,0.5,0.31799999999999995,0.024819347291981715
996,WS,0.15,0.6,0.6,0.8,0.05,0.34950000000000003,0.12913074769395552
997,WS,0.15,0.6,0.6,0.8,0.1,0.32600000000000007,0.1096540012949824
998,WS,0.15,0.6,0.6,0.8,0.2,0.26549999999999996,0.12611403569785562
999,WS,0.15,0.6,0.6,0.8,0.3,0.22699999999999995,0.08643494663618415
1000,WS,0.15,0.6,0.6,0.8,0.4,0.1825,0.08275717491553225
1001,WS,0.15,0.6,0.6,0.8,0.5,0.12800000000000003,0.05749782604586021
1002,WS,0.15,0.6,0.8,1.0,0.05,0.8844999999999998,0.05987278179607157
1003,WS,0.15,0.6,0.8,1.0,0.1,0.7565,0.08656067236337757
1004,WS,0.15,0.6,0.8,1.0,0.2,0.531,0.0889325587172662
1005,WS,0.15,0.6,0.8,1.0,0.3,0.2735000000000001,0.0845739321540627
1006,WS,0.15,0.6,0.8,1.0,0.4,0.16099999999999998,0.07272551134230684
1007,WS,0.15,0.6,0.8,1.0,0.5,0.047,0.035369478367654784
1008,WS,0.15,0.7,0.2,0.4,0.05,0.1865,0.03320767983464066
1009,WS,0.15,0.7,0.2,0.4,0.1,0.20350000000000001,0.02971110903349116
1010,WS,0.15,0.7,0.2,0.4,0.2,0.2615,0.02885740806101615
1011,WS,0.15,0.7,0.2,0.4,0.3,0.288,0.03893584466786357
1012,WS,0.15,0.7,0.2,0.4,0.4,0.325,0.02109502310972899
1013,WS,0.15,0.7,0.2,0.4,0.5,0.3145,0.026547127904916566
1014,WS,0.15,0.7,0.4,0.6,0.05,0.178,0.02839013913315678
1015,WS,0.15,0.7,0.4,0.6,0.1,0.20400000000000001,0.032465366161495854
1016,WS,0.15,0.7,0.4,0.6,0.2,0.26449999999999996,0.03968311983702895
1017,WS,0.15,0.7,0.4,0.6,0.3,0.298,0.03310589071449369
1018,WS,0.15,0.7,0.4,0.6,0.4,0.321,0.033451457367355455
1019,WS,0.15,0.7,0.4,0.6,0.5,0.31,0.02121320343559643
1020,WS,0.15,0.7,0.6,0.8,0.05,0.44799999999999995,0.10122252713699653
1021,WS,0.15,0.7,0.6,0.8,0.1,0.37650000000000006,0.1248709333672172
1022,WS,0.15,0.7,0.6,0.8,0.2,0.2645,0.0781328996006164
1023,WS,0.15,0.7,0.6,0.8,0.3,0.23800000000000004,0.06622688275919379
1024,WS,0.15,0.7,0.6,0.8,0.4,0.1975,0.06699813430238188
1025,WS,0.15,0.7,0.6,0.8,0.5,0.17850000000000005,0.06821106948289259
